date,quantity,price,ticker,cusip
2023-03-22,2395951,0.82,BBBY,075896100
2023-03-23,627353,0.80,BBBY,075896100
2023-03-24,119997,0.79,BBBY,075896100
2023-03-29,2919772,0.79,BBBY,075896100
2023-03-30,166315,0.80,BBBY,075896100
2023-03-31,170348,0.59,BBBY,075896100
2023-04-03,220229,0.43,BBBY,075896100
2023-04-04,17671,0.38,BBBY,075896100
2023-04-05,648018,0.35,BBBY,075896100
2023-04-06,111459,0.34,BBBY,075896100
2023-04-10,1000,0.31,BBBY,075896100
2023-04-11,325179,0.30,BBBY,075896100
2023-04-13,5986021,0.28,BBBY,075896100
2023-04-14,560739,0.26,BBBY,075896100
2023-04-17,8303299,0.24,BBBY,075896100
2023-04-18,199415,0.28,BBBY,075896100
2023-04-20,23930,0.46,BBBY,075896100
2023-04-21,570594,0.30,BBBY,075896100
2023-04-24,1616543,0.29,BBBY,075896100
2023-04-25,586175,0.19,BBBY,075896100
2023-04-26,3341655,0.20,BBBY,075896100
2023-04-27,433796,0.11,BBBY,075896100
2023-04-28,35049,0.12,BBBY,075896100
2023-05-01,120559,0.11,BBBY,075896100
2023-05-02,37426,0.10,BBBY,075896100
2023-05-03,177505,0.08,BBBY,075896100
2023-05-04,135230,0.10,BBBYQ,075896100
2023-05-05,3266744,0.11,BBBYQ,075896100
2023-05-08,1046302,0.14,BBBYQ,075896100
2023-05-09,202832,0.22,BBBYQ,075896100
2023-05-10,577671,0.19,BBBYQ,075896100
2023-05-11,1117629,0.19,BBBYQ,075896100
2023-05-12,576,0.19,BBBYQ,075896100
2023-05-15,755065,0.16,BBBYQ,075896100
2023-05-16,718112,0.18,BBBYQ,075896100
2023-05-17,1027738,0.17,BBBYQ,075896100
2023-05-18,427265,0.18,BBBYQ,075896100
2023-05-19,32590,0.18,BBBYQ,075896100
2023-05-22,126944,0.18,BBBYQ,075896100
2023-05-23,22157,0.21,BBBYQ,075896100
2023-05-24,221315,0.24,BBBYQ,075896100
2023-05-25,171927,0.26,BBBYQ,075896100
2023-05-26,75661,0.30,BBBYQ,075896100
2023-05-31,3994796,0.26,BBBYQ,075896100
2023-06-01,4997983,0.25,BBBYQ,075896100
2023-06-02,4974124,0.26,BBBYQ,075896100
2023-06-05,295779,0.25,BBBYQ,075896100
2023-06-06,5173369,0.25,BBBYQ,075896100
2023-06-07,2855392,0.25,BBBYQ,075896100
2023-06-08,2029844,0.23,BBBYQ,075896100
2023-06-09,979636,0.21,BBBYQ,075896100
2023-06-12,2021654,0.22,BBBYQ,075896100
2023-06-13,4682272,0.22,BBBYQ,075896100
2023-06-14,3001126,0.21,BBBYQ,075896100
2023-06-15,1624840,0.18,BBBYQ,075896100
2023-06-16,2172989,0.20,BBBYQ,075896100
2023-06-20,1016484,0.23,BBBYQ,075896100
2023-06-21,731472,0.22,BBBYQ,075896100
2023-06-22,3273119,0.20,BBBYQ,075896100
2023-06-23,2470657,0.20,BBBYQ,075896100
2023-06-26,3198384,0.23,BBBYQ,075896100
2023-06-27,2923268,0.32,BBBYQ,075896100
2023-06-28,2392376,0.33,BBBYQ,075896100
2023-06-29,466304,0.34,BBBYQ,075896100
2023-06-30,607786,0.29,BBBYQ,075896100
2023-07-03,3177471,0.27,BBBYQ,075896100
2023-07-05,1096098,0.30,BBBYQ,075896100
2023-07-06,1069744,0.31,BBBYQ,075896100
2023-07-07,204081,0.31,BBBYQ,075896100
2023-07-10,418053,0.28,BBBYQ,075896100
2023-07-11,1780484,0.28,BBBYQ,075896100
2023-07-12,1961740,0.28,BBBYQ,075896100
2023-07-13,1583939,0.30,BBBYQ,075896100
2023-07-14,1145903,0.30,BBBYQ,075896100
